,Date,Team,Homeoraway,TeamWinPred,TeamScorePred,TeamOdds,TeamScore,Opponent,OpponentWinPred,OpponentScorePred,OpponentOdds,OpponentScore,GameTotal,Result,BetWinResult,Favourite,ScoredfromPred,ReceivedfromPred
1904,2021.05.01,Houston Rockets,Home,32%,109,4.14,87,Golden State Warriors,68%,116,1.26,113,200,Lose,-1,NotFav,-22,-3
1905,2021.05.01,Oklahoma City Thunder,Home,32%,109,3.73,95,Indiana Pacers,68%,116,1.3,152,247,Lose,-1,NotFav,-14,36
1906,2021.05.01,Orlando Magic,Home,26%,105,6.38,112,Memphis Grizzlies,74%,114,1.13,111,223,Win,5.38,NotFav,7,-3
1907,2021.05.01,Cleveland Cavaliers,Home,32%,100,6.25,107,Miami Heat,68%,106,1.14,124,231,Lose,-1,NotFav,7,18
1908,2021.05.01,Minnesota Timberwolves,Home,37%,114,2.39,136,New Orleans Pelicans,63%,120,1.62,140,276,Lose,-1,NotFav,22,20
1909,2021.05.01,Utah Jazz,Home,78%,117,1.37,106,Toronto Raptors,22%,107,3.28,102,208,Win,0.37,Favourite,-11,-5
1910,2021.05.01,Dallas Mavericks,Home,67%,118,1.53,125,Washington Wizards,33%,112,2.62,124,249,Win,0.53,Favourite,7,12
1911,2021.05.02,Brooklyn Nets,Away,39%,117,2.19,114,Milwaukee Bucks,61%,122,1.73,117,231,Lose,-1,NotFav,-3,-5
1912,2021.05.02,Miami Heat,Away,50%,104,1.46,121,Charlotte Hornets,50%,105,2.81,111,232,Win,0.46,Favourite,17,6
1913,2021.05.02,New York Knicks,Away,74%,110,1.17,122,Houston Rockets,26%,101,5.37,97,219,Win,0.17,Favourite,12,-4
1914,2021.05.02,Philadelphia 76ers,Away,65%,113,1.19,113,San Antonio Spurs,35%,107,5.12,111,224,Win,0.19,Favourite,0,4
1915,2021.05.02,Phoenix Suns,Away,84%,116,1.07,123,Oklahoma City Thunder,16%,103,9.25,120,243,Win,0.07,Favourite,7,17
1916,2021.05.02,Portland Trail Blazers,Away,43%,112,1.88,129,Boston Celtics,57%,115,1.98,119,248,Win,0.88,Favourite,17,4
1917,2021.05.02,Sacramento Kings,Away,31%,112,3.31,111,Dallas Mavericks,69%,119,1.36,99,210,Win,2.31,NotFav,-1,-20
1918,2021.05.02,Toronto Raptors,Away,37%,105,4.78,121,Los Angeles Lakers,63%,110,1.21,114,235,Win,3.78,NotFav,16,4
1919,2021.05.02,Milwaukee Bucks,Home,61%,122,1.73,117,Brooklyn Nets,39%,117,2.19,114,231,Win,0.73,Favourite,-5,-3
1920,2021.05.02,Charlotte Hornets,Home,50%,105,2.81,111,Miami Heat,50%,104,1.46,121,232,Lose,-1,NotFav,6,17
1921,2021.05.02,Houston Rockets,Home,26%,101,5.37,97,New York Knicks,74%,110,1.17,122,219,Lose,-1,NotFav,-4,12
1922,2021.05.02,San Antonio Spurs,Home,35%,107,5.12,111,Philadelphia 76ers,65%,113,1.19,113,224,Lose,-1,NotFav,4,0
1923,2021.05.02,Oklahoma City Thunder,Home,16%,103,9.25,120,Phoenix Suns,84%,116,1.07,123,243,Lose,-1,NotFav,17,7
1924,2021.05.02,Boston Celtics,Home,57%,115,1.98,119,Portland Trail Blazers,43%,112,1.88,129,248,Lose,-1,NotFav,4,17
1925,2021.05.02,Dallas Mavericks,Home,69%,119,1.36,99,Sacramento Kings,31%,112,3.31,111,210,Lose,-1,Favourite,-20,-1
1926,2021.05.02,Los Angeles Lakers,Home,63%,110,1.21,114,Toronto Raptors,37%,105,4.78,121,235,Lose,-1,Favourite,4,16
1927,2021.05.03,Denver Nuggets,Away,53%,109,1.58,89,Los Angeles Lakers,47%,107,2.51,93,182,Lose,-1,Favourite,-20,-14
1928,2021.05.03,Golden State Warriors,Away,45%,113,2.07,123,New Orleans Pelicans,55%,116,1.8,108,231,Win,1.07,NotFav,10,-8
1929,2021.05.03,Indiana Pacers,Away,51%,120,2.6,141,Washington Wizards,49%,119,1.54,154,295,Lose,-1,NotFav,21,35
1930,2021.05.03,New York Knicks,Away,49%,106,2.5,118,Memphis Grizzlies,51%,107,1.58,104,222,Win,1.5,NotFav,12,-3
1931,2021.05.03,Orlando Magic,Away,34%,102,2.06,119,Detroit Pistons,66%,108,1.81,112,231,Win,1.06,NotFav,17,4
1932,2021.05.03,Philadelphia 76ers,Away,67%,114,1.32,106,Chicago Bulls,33%,107,3.63,94,200,Win,0.32,Favourite,-8,-13
1933,2021.05.03,Portland Trail Blazers,Away,46%,114,2.17,114,Atlanta Hawks,54%,116,1.74,123,237,Lose,-1,NotFav,0,7
1934,2021.05.03,San Antonio Spurs,Away,23%,106,3.61,99,Utah Jazz,77%,116,1.31,110,209,Lose,-1,NotFav,-7,-6
1935,2021.05.03,Los Angeles Lakers,Home,47%,107,2.51,93,Denver Nuggets,53%,109,1.58,89,182,Win,1.51,NotFav,-14,-20
1936,2021.05.03,New Orleans Pelicans,Home,55%,116,1.8,108,Golden State Warriors,45%,113,2.07,123,231,Lose,-1,Favourite,-8,10
1937,2021.05.03,Washington Wizards,Home,49%,119,1.54,154,Indiana Pacers,51%,120,2.6,141,295,Win,0.54,Favourite,35,21
1938,2021.05.03,Memphis Grizzlies,Home,51%,107,1.58,104,New York Knicks,49%,106,2.5,118,222,Lose,-1,Favourite,-3,12
1939,2021.05.03,Detroit Pistons,Home,66%,108,1.81,112,Orlando Magic,34%,102,2.06,119,231,Lose,-1,Favourite,4,17
1940,2021.05.03,Chicago Bulls,Home,33%,107,3.63,94,Philadelphia 76ers,67%,114,1.32,106,200,Lose,-1,NotFav,-13,-8
1941,2021.05.03,Atlanta Hawks,Home,54%,116,1.74,123,Portland Trail Blazers,46%,114,2.17,114,237,Win,0.74,Favourite,7,0
1942,2021.05.03,Utah Jazz,Home,77%,116,1.31,110,San Antonio Spurs,23%,106,3.61,99,209,Win,0.31,Favourite,-6,-7
1943,2021.05.04,Brooklyn Nets,Away,39%,117,2.11,118,Milwaukee Bucks,61%,122,1.78,124,242,Lose,-1,NotFav,1,2
1944,2021.05.04,Charlotte Hornets,Away,53%,107,1.55,102,Detroit Pistons,47%,105,2.57,99,201,Win,0.55,Favourite,-5,-6
1945,2021.05.04,Dallas Mavericks,Away,53%,107,1.92,127,Miami Heat,47%,105,1.93,113,240,Win,0.92,NotFav,20,8
1946,2021.05.04,Golden State Warriors,Away,45%,113,2.07,103,New Orleans Pelicans,55%,116,1.8,108,211,Lose,-1,NotFav,-10,-8
1947,2021.05.04,Phoenix Suns,Away,81%,114,1.12,134,Cleveland Cavaliers,19%,102,6.94,118,252,Win,0.12,Favourite,20,16
1948,2021.05.04,Sacramento Kings,Away,61%,117,1.48,103,Oklahoma City Thunder,39%,112,2.78,99,202,Win,0.48,Favourite,-14,-13
1949,2021.05.04,Toronto Raptors,Away,28%,107,6,100,Los Angeles Clippers,72%,115,1.15,105,205,Lose,-1,NotFav,-7,-10
1950,2021.05.04,Milwaukee Bucks,Home,61%,122,1.78,124,Brooklyn Nets,39%,117,2.11,118,242,Win,0.78,Favourite,2,1
1951,2021.05.04,Detroit Pistons,Home,47%,105,2.57,99,Charlotte Hornets,53%,107,1.55,102,201,Lose,-1,NotFav,-6,-5
1952,2021.05.04,Miami Heat,Home,47%,105,1.93,113,Dallas Mavericks,53%,107,1.92,127,240,Lose,-1,NotFav,8,20
1953,2021.05.04,New Orleans Pelicans,Home,55%,116,1.8,108,Golden State Warriors,45%,113,2.07,103,211,Win,0.8,Favourite,-8,-10
1954,2021.05.04,Cleveland Cavaliers,Home,19%,102,6.94,118,Phoenix Suns,81%,114,1.12,134,252,Lose,-1,NotFav,16,20
1955,2021.05.04,Oklahoma City Thunder,Home,39%,112,2.78,99,Sacramento Kings,61%,117,1.48,103,202,Lose,-1,NotFav,-13,-14
1956,2021.05.04,Los Angeles Clippers,Home,72%,115,1.15,105,Toronto Raptors,28%,107,6,100,205,Win,0.15,Favourite,-10,-7
1957,2021.05.05,Boston Celtics,Away,73%,112,1.12,132,Orlando Magic,27%,104,6.98,96,228,Win,0.12,Favourite,20,-8
1958,2021.05.05,Memphis Grizzlies,Away,67%,119,1.62,139,Minnesota Timberwolves,33%,112,2.39,135,274,Win,0.62,Favourite,20,23
1959,2021.05.05,New York Knicks,Away,36%,104,2.4,97,Denver Nuggets,64%,109,1.62,113,210,Lose,-1,NotFav,-7,4
1960,2021.05.05,Philadelphia 76ers,Away,81%,116,1.07,135,Houston Rockets,19%,104,9.37,115,250,Win,0.07,Favourite,19,11
1961,2021.05.05,Phoenix Suns,Away,59%,113,1.9,103,Atlanta Hawks,41%,109,1.95,135,238,Lose,-1,Favourite,-10,26
1962,2021.05.05,Portland Trail Blazers,Away,70%,116,1.13,141,Cleveland Cavaliers,30%,108,6.54,105,246,Win,0.13,Favourite,25,-3
1963,2021.05.05,Sacramento Kings,Away,39%,116,3.07,104,Indiana Pacers,61%,121,1.4,93,197,Win,2.07,NotFav,-12,-28
1964,2021.05.05,San Antonio Spurs,Away,23%,106,3.22,94,Utah Jazz,77%,116,1.38,126,220,Lose,-1,NotFav,-12,10
1965,2021.05.05,Washington Wizards,Away,26%,116,2.49,134,Milwaukee Bucks,74%,125,1.58,135,269,Lose,-1,NotFav,18,10
1966,2021.05.05,Orlando Magic,Home,27%,104,6.98,96,Boston Celtics,73%,112,1.12,132,228,Lose,-1,NotFav,-8,20
1967,2021.05.05,Minnesota Timberwolves,Home,33%,112,2.39,135,Memphis Grizzlies,67%,119,1.62,139,274,Lose,-1,NotFav,23,20
1968,2021.05.05,Denver Nuggets,Home,64%,109,1.62,113,New York Knicks,36%,104,2.4,97,210,Win,0.62,Favourite,4,-7
1969,2021.05.05,Houston Rockets,Home,19%,104,9.37,115,Philadelphia 76ers,81%,116,1.07,135,250,Lose,-1,NotFav,11,19
1970,2021.05.05,Atlanta Hawks,Home,41%,109,1.95,135,Phoenix Suns,59%,113,1.9,103,238,Win,0.95,NotFav,26,-10
1971,2021.05.05,Cleveland Cavaliers,Home,30%,108,6.54,105,Portland Trail Blazers,70%,116,1.13,141,246,Lose,-1,NotFav,-3,25
1972,2021.05.05,Indiana Pacers,Home,61%,121,1.4,93,Sacramento Kings,39%,116,3.07,104,197,Lose,-1,Favourite,-28,-12
1973,2021.05.05,Utah Jazz,Home,77%,116,1.38,126,San Antonio Spurs,23%,106,3.22,94,220,Win,0.38,Favourite,10,-12
1974,2021.05.05,Milwaukee Bucks,Home,74%,125,1.58,135,Washington Wizards,26%,116,2.49,134,269,Win,0.58,Favourite,10,18
1975,2021.05.06,Atlanta Hawks,Away,51%,116,1.41,126,Indiana Pacers,49%,115,3.05,133,259,Lose,-1,Favourite,10,18
1976,2021.05.06,Brooklyn Nets,Away,50%,115,1.68,109,Dallas Mavericks,50%,116,2.25,113,222,Lose,-1,Favourite,-6,-3
1977,2021.05.06,Chicago Bulls,Away,43%,108,1.56,120,Charlotte Hornets,57%,111,2.54,99,219,Win,0.56,Favourite,12,-12
1978,2021.05.06,Los Angeles Lakers,Away,35%,103,4.05,94,Los Angeles Clippers,65%,109,1.27,118,212,Lose,-1,NotFav,-9,9
1979,2021.05.06,Memphis Grizzlies,Away,59%,112,1.23,97,Detroit Pistons,41%,108,4.5,111,208,Lose,-1,Favourite,-15,3
1980,2021.05.06,Oklahoma City Thunder,Away,24%,107,8.2,97,Golden State Warriors,76%,116,1.09,118,215,Lose,-1,NotFav,-10,2
1981,2021.05.06,Washington Wizards,Away,42%,114,1.78,131,Toronto Raptors,58%,118,2.11,129,260,Win,0.78,Favourite,17,11
1982,2021.05.06,Indiana Pacers,Home,49%,115,3.05,133,Atlanta Hawks,51%,116,1.41,126,259,Win,2.05,NotFav,18,10
1983,2021.05.06,Dallas Mavericks,Home,50%,116,2.25,113,Brooklyn Nets,50%,115,1.68,109,222,Win,1.25,NotFav,-3,-6
1984,2021.05.06,Charlotte Hornets,Home,57%,111,2.54,99,Chicago Bulls,43%,108,1.56,120,219,Lose,-1,NotFav,-12,12
1985,2021.05.06,Los Angeles Clippers,Home,65%,109,1.27,118,Los Angeles Lakers,35%,103,4.05,94,212,Win,0.27,Favourite,9,-9
1986,2021.05.06,Detroit Pistons,Home,41%,108,4.5,111,Memphis Grizzlies,59%,112,1.23,97,208,Win,3.5,NotFav,3,-15
1987,2021.05.06,Golden State Warriors,Home,76%,116,1.09,118,Oklahoma City Thunder,24%,107,8.2,97,215,Win,0.09,Favourite,2,-10
1988,2021.05.06,Toronto Raptors,Home,58%,118,2.11,129,Washington Wizards,42%,114,1.78,131,260,Lose,-1,NotFav,11,17
1989,2021.05.07,Boston Celtics,Away,58%,112,1.57,99,Chicago Bulls,42%,108,2.5,121,220,Lose,-1,Favourite,-13,13
1990,2021.05.07,Cleveland Cavaliers,Away,20%,102,5.43,90,Dallas Mavericks,80%,112,1.17,110,200,Lose,-1,NotFav,-12,-2
1991,2021.05.07,Denver Nuggets,Away,36%,109,2.51,120,Utah Jazz,64%,115,1.57,127,247,Lose,-1,NotFav,11,12
1992,2021.05.07,Houston Rockets,Away,15%,108,13.05,133,Milwaukee Bucks,85%,122,1.04,141,274,Lose,-1,NotFav,25,19
1993,2021.05.07,Los Angeles Lakers,Away,51%,111,3.73,101,Portland Trail Blazers,49%,110,1.3,106,207,Lose,-1,NotFav,-10,-4
1994,2021.05.07,Minnesota Timberwolves,Away,29%,105,3.75,112,Miami Heat,71%,113,1.3,121,233,Lose,-1,NotFav,7,8
1995,2021.05.07,New Orleans Pelicans,Away,31%,111,6.38,107,Philadelphia 76ers,69%,118,1.14,109,216,Lose,-1,NotFav,-4,-9
1996,2021.05.07,New York Knicks,Away,33%,103,3.26,105,Phoenix Suns,67%,109,1.37,128,233,Lose,-1,NotFav,2,19
1997,2021.05.07,Orlando Magic,Away,28%,102,3.61,112,Charlotte Hornets,72%,110,1.31,122,234,Lose,-1,NotFav,10,12
1998,2021.05.07,San Antonio Spurs,Away,55%,118,1.54,113,Sacramento Kings,45%,115,2.6,104,217,Win,0.54,Favourite,-5,-11
1999,2021.05.07,Chicago Bulls,Home,42%,108,2.5,121,Boston Celtics,58%,112,1.57,99,220,Win,1.5,NotFav,13,-13
2000,2021.05.07,Dallas Mavericks,Home,80%,112,1.17,110,Cleveland Cavaliers,20%,102,5.43,90,200,Win,0.17,Favourite,-2,-12
2001,2021.05.07,Utah Jazz,Home,64%,115,1.57,127,Denver Nuggets,36%,109,2.51,120,247,Win,0.57,Favourite,12,11
2002,2021.05.07,Milwaukee Bucks,Home,85%,122,1.04,141,Houston Rockets,15%,108,13.05,133,274,Win,0.04,Favourite,19,25
2003,2021.05.07,Portland Trail Blazers,Home,49%,110,1.3,106,Los Angeles Lakers,51%,111,3.73,101,207,Win,0.3,Favourite,-4,-10
2004,2021.05.07,Miami Heat,Home,71%,113,1.3,121,Minnesota Timberwolves,29%,105,3.75,112,233,Win,0.3,Favourite,8,7
2005,2021.05.07,Philadelphia 76ers,Home,69%,118,1.14,109,New Orleans Pelicans,31%,111,6.38,107,216,Win,0.14,Favourite,-9,-4
2006,2021.05.07,Phoenix Suns,Home,67%,109,1.37,128,New York Knicks,33%,103,3.26,105,233,Win,0.37,Favourite,19,2
2007,2021.05.07,Charlotte Hornets,Home,72%,110,1.31,122,Orlando Magic,28%,102,3.61,112,234,Win,0.31,Favourite,12,10
2008,2021.05.07,Sacramento Kings,Home,45%,115,2.6,104,San Antonio Spurs,55%,118,1.54,113,217,Lose,-1,NotFav,-11,-5
2009,2021.05.08,Brooklyn Nets,Away,42%,116,1.64,125,Denver Nuggets,58%,120,2.36,119,244,Win,0.64,Favourite,9,-1
2010,2021.05.08,Detroit Pistons,Away,22%,103,4.47,104,Philadelphia 76ers,78%,113,1.23,118,222,Lose,-1,NotFav,1,5
2011,2021.05.08,Houston Rockets,Away,11%,103,11.37,116,Utah Jazz,89%,120,1.05,124,240,Lose,-1,NotFav,13,4
2012,2021.05.08,Memphis Grizzlies,Away,50%,113,1.4,109,Toronto Raptors,50%,112,3.11,99,208,Win,0.4,Favourite,-4,-13
2013,2021.05.08,Oklahoma City Thunder,Away,24%,107,8.32,97,Golden State Warriors,76%,116,1.09,136,233,Lose,-1,NotFav,-10,20
2014,2021.05.08,San Antonio Spurs,Away,43%,113,3,102,Portland Trail Blazers,57%,116,1.42,124,226,Lose,-1,NotFav,-11,8
2015,2021.05.08,Washington Wizards,Away,43%,117,1.56,133,Indiana Pacers,57%,120,2.53,132,265,Win,0.56,Favourite,16,12
2016,2021.05.08,Denver Nuggets,Home,58%,120,2.36,119,Brooklyn Nets,42%,116,1.64,125,244,Lose,-1,NotFav,-1,9
2017,2021.05.08,Philadelphia 76ers,Home,78%,113,1.23,118,Detroit Pistons,22%,103,4.47,104,222,Win,0.23,Favourite,5,1
2018,2021.05.08,Utah Jazz,Home,89%,120,1.05,124,Houston Rockets,11%,103,11.37,116,240,Win,0.05,Favourite,4,13
2019,2021.05.08,Toronto Raptors,Home,50%,112,3.11,99,Memphis Grizzlies,50%,113,1.4,109,208,Lose,-1,NotFav,-13,-4
2020,2021.05.08,Golden State Warriors,Home,76%,116,1.09,136,Oklahoma City Thunder,24%,107,8.32,97,233,Win,0.09,Favourite,20,-10
2021,2021.05.08,Portland Trail Blazers,Home,57%,116,1.42,124,San Antonio Spurs,43%,113,3,102,226,Win,0.42,Favourite,8,-11
2022,2021.05.08,Indiana Pacers,Home,57%,120,2.53,132,Washington Wizards,43%,117,1.56,133,265,Lose,-1,NotFav,12,16
2023,2021.05.09,Chicago Bulls,Away,51%,108,1.23,108,Detroit Pistons,49%,107,4.51,96,204,Win,0.23,Favourite,0,-11
2024,2021.05.09,Dallas Mavericks,Away,75%,112,1.19,124,Cleveland Cavaliers,25%,103,5.16,97,221,Win,0.19,Favourite,12,-6
2025,2021.05.09,Miami Heat,Away,40%,104,1.97,130,Boston Celtics,60%,108,1.89,124,254,Win,0.97,NotFav,26,16
2026,2021.05.09,Minnesota Timberwolves,Away,51%,112,1.32,128,Orlando Magic,49%,111,3.56,96,224,Win,0.32,Favourite,16,-15
2027,2021.05.09,New Orleans Pelicans,Away,49%,112,2.31,112,Charlotte Hornets,51%,113,1.66,110,222,Win,1.31,NotFav,0,-3
2028,2021.05.09,New York Knicks,Away,32%,102,3.72,106,Los Angeles Clippers,68%,108,1.3,100,206,Win,2.72,NotFav,4,-8
2029,2021.05.09,Oklahoma City Thunder,Away,34%,112,4.48,98,Sacramento Kings,66%,118,1.23,126,224,Lose,-1,NotFav,-14,8
2030,2021.05.09,Phoenix Suns,Away,56%,108,1.38,110,Los Angeles Lakers,44%,105,3.21,123,233,Lose,-1,Favourite,2,18
2031,2021.05.09,Detroit Pistons,Home,49%,107,4.51,96,Chicago Bulls,51%,108,1.23,108,204,Lose,-1,NotFav,-11,0
2032,2021.05.09,Cleveland Cavaliers,Home,25%,103,5.16,97,Dallas Mavericks,75%,112,1.19,124,221,Lose,-1,NotFav,-6,12
2033,2021.05.09,Boston Celtics,Home,60%,108,1.89,124,Miami Heat,40%,104,1.97,130,254,Lose,-1,Favourite,16,26
2034,2021.05.09,Orlando Magic,Home,49%,111,3.56,96,Minnesota Timberwolves,51%,112,1.32,128,224,Lose,-1,NotFav,-15,16
2035,2021.05.09,Charlotte Hornets,Home,51%,113,1.66,110,New Orleans Pelicans,49%,112,2.31,112,222,Lose,-1,Favourite,-3,0
2036,2021.05.09,Los Angeles Clippers,Home,68%,108,1.3,100,New York Knicks,32%,102,3.72,106,206,Lose,-1,Favourite,-8,4
2037,2021.05.09,Sacramento Kings,Home,66%,118,1.23,126,Oklahoma City Thunder,34%,112,4.48,98,224,Win,0.23,Favourite,8,-14
2038,2021.05.09,Los Angeles Lakers,Home,44%,105,3.21,123,Phoenix Suns,56%,108,1.38,110,233,Win,2.21,NotFav,18,2
2039,2021.05.10,Houston Rockets,Away,23%,110,10.49,129,Portland Trail Blazers,77%,120,1.06,140,269,Lose,-1,NotFav,19,20
2040,2021.05.10,Indiana Pacers,Away,68%,115,1.23,111,Cleveland Cavaliers,32%,108,4.53,102,213,Win,0.23,Favourite,-4,-6
2041,2021.05.10,Milwaukee Bucks,Away,67%,119,1.34,125,San Antonio Spurs,33%,112,3.41,146,271,Lose,-1,Favourite,6,34
2042,2021.05.10,New Orleans Pelicans,Away,45%,113,4.69,110,Memphis Grizzlies,55%,116,1.21,115,225,Lose,-1,NotFav,-3,-1
2043,2021.05.10,Utah Jazz,Away,67%,116,1.8,116,Golden State Warriors,33%,109,2.08,119,235,Lose,-1,Favourite,0,10
2044,2021.05.10,Washington Wizards,Away,37%,115,3.86,124,Atlanta Hawks,63%,120,1.28,125,249,Lose,-1,NotFav,9,5
2045,2021.05.10,Portland Trail Blazers,Home,77%,120,1.06,140,Houston Rockets,23%,110,10.49,129,269,Win,0.06,Favourite,20,19
2046,2021.05.10,Cleveland Cavaliers,Home,32%,108,4.53,102,Indiana Pacers,68%,115,1.23,111,213,Lose,-1,NotFav,-6,-4
2047,2021.05.10,San Antonio Spurs,Home,33%,112,3.41,146,Milwaukee Bucks,67%,119,1.34,125,271,Win,2.41,NotFav,34,6
2048,2021.05.10,Memphis Grizzlies,Home,55%,116,1.21,115,New Orleans Pelicans,45%,113,4.69,110,225,Win,0.21,Favourite,-1,-3
2049,2021.05.10,Golden State Warriors,Home,33%,109,2.08,119,Utah Jazz,67%,116,1.8,116,235,Win,1.08,NotFav,10,0
2050,2021.05.10,Atlanta Hawks,Home,63%,120,1.28,125,Washington Wizards,37%,115,3.86,124,249,Win,0.28,Favourite,5,9
2051,2021.05.11,Brooklyn Nets,Away,59%,117,1.53,115,Chicago Bulls,41%,113,2.63,107,222,Win,0.53,Favourite,-2,-6
2052,2021.05.11,Dallas Mavericks,Away,54%,113,1.64,104,Memphis Grizzlies,46%,111,2.35,133,237,Lose,-1,Favourite,-9,22
2053,2021.05.11,Denver Nuggets,Away,64%,113,1.42,117,Charlotte Hornets,36%,107,3,112,229,Win,0.42,Favourite,4,5
2054,2021.05.11,Los Angeles Clippers,Away,65%,113,1.1,115,Toronto Raptors,35%,107,8.04,96,211,Win,0.1,Favourite,2,-11
2055,2021.05.11,Miami Heat,Away,41%,105,1.84,129,Boston Celtics,59%,109,2.03,121,250,Win,0.84,Favourite,24,12
2056,2021.05.11,Minnesota Timberwolves,Away,41%,109,1.34,119,Detroit Pistons,59%,113,3.46,100,219,Win,0.34,Favourite,10,-13
2057,2021.05.11,New York Knicks,Away,46%,101,2.2,99,Los Angeles Lakers,54%,103,1.72,101,200,Lose,-1,NotFav,-2,-2
2058,2021.05.11,Oklahoma City Thunder,Away,30%,110,4.47,106,Sacramento Kings,70%,117,1.23,122,228,Lose,-1,NotFav,-4,5
2059,2021.05.11,Orlando Magic,Away,14%,106,10.68,102,Milwaukee Bucks,86%,121,1.06,114,216,Lose,-1,NotFav,-4,-7
2060,2021.05.11,Philadelphia 76ers,Away,65%,116,1.48,94,Indiana Pacers,35%,110,2.76,103,197,Lose,-1,Favourite,-22,-7
2061,2021.05.11,Phoenix Suns,Away,58%,115,1.53,116,Golden State Warriors,42%,111,2.62,122,238,Lose,-1,Favourite,1,11
2062,2021.05.11,Chicago Bulls,Home,41%,113,2.63,107,Brooklyn Nets,59%,117,1.53,115,222,Lose,-1,NotFav,-6,-2
2063,2021.05.11,Memphis Grizzlies,Home,46%,111,2.35,133,Dallas Mavericks,54%,113,1.64,104,237,Win,1.35,NotFav,22,-9
2064,2021.05.11,Charlotte Hornets,Home,36%,107,3,112,Denver Nuggets,64%,113,1.42,117,229,Lose,-1,NotFav,5,4
2065,2021.05.11,Toronto Raptors,Home,35%,107,8.04,96,Los Angeles Clippers,65%,113,1.1,115,211,Lose,-1,NotFav,-11,2
2066,2021.05.11,Boston Celtics,Home,59%,109,2.03,121,Miami Heat,41%,105,1.84,129,250,Lose,-1,NotFav,12,24
2067,2021.05.11,Detroit Pistons,Home,59%,113,3.46,100,Minnesota Timberwolves,41%,109,1.34,119,219,Lose,-1,NotFav,-13,10
2068,2021.05.11,Los Angeles Lakers,Home,54%,103,1.72,101,New York Knicks,46%,101,2.2,99,200,Win,0.72,Favourite,-2,-2
2069,2021.05.11,Sacramento Kings,Home,70%,117,1.23,122,Oklahoma City Thunder,30%,110,4.47,106,228,Win,0.23,Favourite,5,-4
2070,2021.05.11,Milwaukee Bucks,Home,86%,121,1.06,114,Orlando Magic,14%,106,10.68,102,216,Win,0.06,Favourite,-7,-4
2071,2021.05.11,Indiana Pacers,Home,35%,110,2.76,103,Philadelphia 76ers,65%,116,1.48,94,197,Win,1.76,NotFav,-7,-22
2072,2021.05.11,Golden State Warriors,Home,42%,111,2.62,122,Phoenix Suns,58%,115,1.53,116,238,Win,1.62,NotFav,11,1
2073,2021.05.12,Boston Celtics,Away,75%,113,1.42,94,Cleveland Cavaliers,25%,104,3,102,196,Lose,-1,Favourite,-19,-2
2074,2021.05.12,Houston Rockets,Away,20%,103,4.78,122,Los Angeles Lakers,80%,114,1.21,124,246,Lose,-1,NotFav,19,10
2075,2021.05.12,New Orleans Pelicans,Away,39%,111,4.68,107,Dallas Mavericks,61%,116,1.21,125,232,Lose,-1,NotFav,-4,9
2076,2021.05.12,Portland Trail Blazers,Away,29%,111,1.95,105,Utah Jazz,71%,119,1.91,98,203,Win,0.95,NotFav,-6,-21
2077,2021.05.12,San Antonio Spurs,Away,34%,112,2.68,116,Brooklyn Nets,66%,118,1.51,128,244,Lose,-1,NotFav,4,10
2078,2021.05.12,Washington Wizards,Away,37%,115,3.29,116,Atlanta Hawks,63%,120,1.36,120,236,Lose,-1,NotFav,1,0
2079,2021.05.12,Cleveland Cavaliers,Home,25%,104,3,102,Boston Celtics,75%,113,1.42,94,196,Win,2,NotFav,-2,-19
2080,2021.05.12,Los Angeles Lakers,Home,80%,114,1.21,124,Houston Rockets,20%,103,4.78,122,246,Win,0.21,Favourite,10,19
2081,2021.05.12,Dallas Mavericks,Home,61%,116,1.21,125,New Orleans Pelicans,39%,111,4.68,107,232,Win,0.21,Favourite,9,-4
2082,2021.05.12,Utah Jazz,Home,71%,119,1.91,98,Portland Trail Blazers,29%,111,1.95,105,203,Lose,-1,Favourite,-21,-6
2083,2021.05.12,Brooklyn Nets,Home,66%,118,1.51,128,San Antonio Spurs,34%,112,2.68,116,244,Win,0.51,Favourite,10,4
2084,2021.05.12,Atlanta Hawks,Home,63%,120,1.36,120,Washington Wizards,37%,115,3.29,116,236,Win,0.36,Favourite,0,1
2085,2021.05.13,Denver Nuggets,Away,74%,120,1.76,114,Minnesota Timberwolves,26%,111,2.12,103,217,Win,0.76,Favourite,-6,-8
2086,2021.05.13,Los Angeles Clippers,Away,68%,112,1.26,113,Charlotte Hornets,32%,105,4.06,90,203,Win,0.26,Favourite,1,-15
2087,2021.05.13,Milwaukee Bucks,Away,65%,122,1.22,142,Indiana Pacers,35%,116,4.55,133,275,Win,0.22,Favourite,20,17
2088,2021.05.13,Orlando Magic,Away,21%,104,7.45,93,Atlanta Hawks,79%,114,1.11,116,209,Lose,-1,NotFav,-11,2
2089,2021.05.13,Philadelphia 76ers,Away,62%,109,1.99,94,Miami Heat,38%,104,1.87,106,200,Lose,-1,NotFav,-15,2
2090,2021.05.13,Portland Trail Blazers,Away,37%,113,2.14,117,Phoenix Suns,63%,118,1.76,118,235,Lose,-1,NotFav,4,0
2091,2021.05.13,Sacramento Kings,Away,38%,113,4.01,110,Memphis Grizzlies,62%,118,1.27,116,226,Lose,-1,NotFav,-3,-2
2092,2021.05.13,San Antonio Spurs,Away,36%,103,2.65,98,New York Knicks,64%,108,1.52,102,200,Lose,-1,NotFav,-5,-6
